x, y
0.011059810945686588, 710
0.12165890484069336, 695.9999847412109
0.26175113263124145, 684.0000152587891
0.4055299406313483, 525.9999847412109
0.6009217153693998, 290
0.742857162947717, 287.99995422363287
0.9327189970544203, 290
0.9917051242114825, 290
